priors,school,violations,age,timeserved,alcohol,drugs,release,married,degree,gender,type,property,person,recid
0,12,0,20.83333333,0.416666667,0,0,1,0,0,1,2,1,0,0
0,8,2,19.58333333,1.416666667,0,0,1,0,1,1,2,1,0,1
3,9,3,21.5,1.083333333,0,0,0,0,0,1,2,1,0,1
2,10,0,33.5,0.333333333,1,0,1,0,0,1,1,0,1,0
0,9,1,18.08333333,1.166666667,0,0,1,0,0,1,0,0,0,1
0,13,1,21.83333333,1.916666667,1,1,1,0,0,1,2,1,0,1
4,8,0,37.5,0.5,1,0,1,0,0,1,2,1,0,0
5,7,1,33.41666667,1.583333333,0,0,1,0,1,1,1,0,1,0
0,10,3,18.25,2.083333333,0,0,1,0,0,1,0,0,0,1
0,12,0,24.75,0.5,1,0,0,0,0,1,0,0,0,0
6,9,2,32.41666667,5.666666667,0,0,0,1,1,1,2,1,0,0
0,10,0,18.16666667,0.5,0,0,1,0,0,1,2,1,0,0
0,7,0,17.25,0.416666667,0,0,1,0,0,1,2,1,0,0
0,10,0,18.08333333,0.5,0,0,1,0,0,1,2,1,0,0
0,9,1,23.25,1.416666667,0,0,1,0,1,1,2,1,0,0
0,10,0,21.83333333,0.416666667,0,0,0,0,1,1,2,1,0,0
0,8,0,20,0.75,1,1,1,0,1,1,2,1,0,1
0,12,10,25.16666667,5,0,0,1,0,1,1,1,0,1,0
3,11,0,41.58333333,1.666666667,1,0,0,0,0,1,0,0,0,0
0,12,0,20.83333333,0.166666667,0,0,1,0,0,1,0,0,0,1
1,8,1,42.33333333,1,1,0,1,0,0,1,1,0,1,0
3,10,0,30.33333333,6,0,0,1,0,0,1,0,0,0,0
1,12,1,25.66666667,1.583333333,0,0,1,0,0,1,0,0,0,0
6,12,1,34.75,3.333333333,1,0,1,0,1,1,2,1,0,1
19,8,1,41,0.666666667,1,0,0,1,0,1,0,0,0,1
3,6,20,21.41666667,1.833333333,1,1,0,0,0,1,0,0,0,0
1,12,5,30,5.083333333,0,0,1,1,1,1,2,1,0,0
0,13,2,27.16666667,2.25,1,0,1,1,1,1,1,0,1,0
0,8,2,23.5,1.5,0,0,1,0,1,1,2,1,0,0
1,8,3,23,2,0,0,1,0,1,1,2,1,0,0
0,9,0,20.91666667,1.333333333,0,0,1,0,0,1,0,0,0,0
1,12,0,59.5,2.5,0,0,1,1,0,1,0,0,0,0
1,11,1,25.83333333,0.5,0,1,1,0,0,1,1,0,1,1
0,11,2,24.5,0.75,0,0,0,1,0,1,0,0,0,0
0,10,0,28.16666667,0.25,1,0,1,0,0,1,0,0,0,0
0,10,0,25.5,0.666666667,1,0,1,0,0,1,0,0,0,1
1,12,15,29,7.5,0,0,1,1,1,1,2,1,0,1
0,3,0,59.75,0.833333333,0,0,1,0,1,0,1,0,1,0
0,9,0,43.41666667,0.25,1,0,1,0,0,1,0,0,0,0
0,5,4,23.25,1.333333333,0,0,1,0,1,1,2,1,0,0
0,10,0,26,1,1,1,1,0,1,1,0,0,0,0
2,10,0,26.33333333,1.666666667,0,0,1,0,1,1,2,1,0,0
0,10,0,23,0.416666667,0,0,1,0,0,1,2,1,0,0
0,11,0,45.41666667,0.583333333,0,0,1,0,1,1,0,0,0,1
6,9,0,55.5,0.583333333,1,0,1,0,0,1,2,1,0,0
0,7,0,40.16666667,0.5,1,0,1,0,0,1,0,0,0,0
0,10,1,26.66666667,1.666666667,0,0,1,1,1,1,2,1,0,0
0,10,0,18.41666667,1.083333333,0,0,1,0,0,1,1,0,1,1
1,10,3,22,3.666666667,0,0,1,0,0,1,0,0,0,1
5,8,2,47.66666667,4.25,0,0,1,1,1,1,2,1,0,0
3,7,0,40.5,0.5,1,0,1,0,0,1,1,0,1,0
0,10,8,26,2.916666667,0,0,1,1,0,1,0,0,0,0
0,10,0,21.41666667,0.5,0,0,0,0,1,0,0,0,0,1
0,12,0,19.75,1,1,1,1,0,0,1,0,0,0,0
0,7,0,28.41666667,0.5,0,0,0,1,1,1,1,0,1,0
2,12,1,26.5,3.166666667,0,0,1,0,0,1,0,0,0,1
2,10,0,23.58333333,0.416666667,1,0,0,0,0,1,1,0,1,1
0,11,0,24.66666667,1.666666667,1,1,0,1,0,1,2,1,0,0
26,6,0,55.08333333,0.5,1,0,0,0,0,1,2,1,0,0
0,12,0,30.16666667,0.25,1,0,1,1,0,1,0,0,0,0
0,10,0,19.66666667,0.666666667,1,1,1,0,1,1,2,1,0,1
0,11,0,26.25,0.916666667,1,0,0,0,0,1,0,0,0,0
0,12,3,23.58333333,0.75,1,0,0,0,0,1,0,0,0,1
0,8,0,45,0.333333333,0,0,1,1,0,1,0,0,0,1
0,9,0,22.33333333,0.5,1,0,1,1,0,1,0,0,0,1
9,6,2,40.58333333,2.5,1,0,0,0,1,1,2,1,0,0
0,8,1,20,1.5,1,0,1,0,1,1,2,1,0,1
0,9,4,19.25,2.166666667,0,0,0,0,0,1,0,0,0,0
1,11,2,22.25,2.833333333,1,1,1,0,1,1,2,1,0,1
10,5,1,50.66666667,2.5,0,0,1,0,1,1,2,1,0,0
1,12,0,37.16666667,1.583333333,0,0,0,1,0,1,0,0,0,0
0,9,3,19,0.833333333,1,1,0,0,0,1,2,1,0,1
0,10,3,22.91666667,3.75,0,0,1,0,1,1,2,1,0,1
4,12,0,36.08333333,0.833333333,1,1,0,0,0,1,0,0,0,0
3,12,0,26.5,4.666666667,0,0,1,0,1,1,2,1,0,1
0,7,0,68.75,1.333333333,0,0,1,0,1,0,1,0,1,0
2,12,2,30.16666667,4.333333333,0,0,1,0,1,1,2,1,0,0
0,10,0,22.91666667,2.333333333,1,1,1,0,0,1,0,0,0,1
1,7,0,34.25,0.75,1,0,1,1,0,0,0,0,0,1
1,11,1,20.33333333,1.25,1,1,0,0,0,0,2,1,0,1
0,9,0,23,0.5,0,0,1,0,1,1,2,1,0,0
0,11,5,25.91666667,4.083333333,0,0,0,0,0,1,0,0,0,1
1,10,0,18.75,1.666666667,0,0,1,0,0,1,0,0,0,0
0,9,0,19.08333333,0.416666667,0,0,1,0,0,1,2,1,0,1
0,10,0,20.25,0.5,1,1,1,0,0,1,2,1,0,0
1,10,1,19.41666667,1.166666667,1,1,1,0,1,1,2,1,0,0
0,9,0,19.41666667,0.333333333,0,0,1,0,1,1,0,0,0,0
2,9,1,33.16666667,1.25,0,0,1,0,1,1,2,1,0,0
6,9,0,40.83333333,3.333333333,0,1,1,0,1,1,1,0,1,0
1,10,1,26.66666667,1.25,0,0,1,0,1,1,2,1,0,0
2,10,1,26.5,5.916666667,0,0,1,1,1,1,1,0,1,0
0,8,0,32.5,0.5,1,0,1,0,0,1,1,0,1,1
2,9,0,25.5,1.666666667,0,0,1,1,1,1,0,0,0,1
0,9,1,24.16666667,0.583333333,1,1,1,0,1,1,0,0,0,0
0,10,14,23.75,3.833333333,0,0,1,0,1,1,2,1,0,1
0,9,1,20.41666667,0.5,0,0,0,0,1,1,2,1,0,1
0,9,2,19.66666667,1.333333333,0,0,1,0,1,1,2,1,0,1
0,10,0,19.5,0.333333333,0,0,1,0,0,1,2,1,0,0
0,9,1,25.08333333,4.916666667,0,1,1,0,1,1,1,0,1,0
0,11,6,20.75,2.333333333,0,0,1,0,0,1,0,0,0,1
0,11,2,24.75,1.083333333,1,1,1,0,1,1,2,1,0,0
0,12,0,24.58333333,1.75,0,1,0,0,1,1,2,1,0,0
2,8,0,30.33333333,0.416666667,1,0,1,0,0,1,2,1,0,0
0,12,6,24.41666667,4.75,0,0,1,0,0,1,0,0,0,1
0,12,1,27.16666667,2.083333333,0,1,1,0,0,1,0,0,0,0
3,8,1,34.66666667,1.166666667,0,0,1,0,0,1,1,0,1,0
0,9,2,32.25,2.916666667,0,0,1,1,0,1,0,0,0,0
0,12,3,30.33333333,1.583333333,0,0,1,1,0,1,0,0,0,0
0,11,0,50.33333333,0.833333333,1,0,1,1,1,0,1,0,1,0
0,12,0,26.91666667,0.416666667,1,0,1,0,0,1,0,0,0,0
0,10,0,22.75,1.25,0,1,1,0,1,1,0,0,0,1
0,8,0,23.5,1.333333333,0,0,1,0,1,1,1,0,1,0
0,9,1,24.25,0.833333333,1,0,1,1,1,1,2,1,0,1
0,6,0,45.58333333,0.333333333,1,0,1,1,0,1,0,0,0,0
0,10,0,22.83333333,1.416666667,0,0,1,0,1,1,2,1,0,0
1,13,0,32.83333333,2,1,0,1,1,1,1,0,0,0,0
1,14,0,37.91666667,1.583333333,0,0,1,1,1,1,2,1,0,0
0,12,1,27.5,0.833333333,0,0,1,0,0,1,1,0,1,0
6,10,0,42.16666667,0.75,1,0,0,0,0,1,0,0,0,1
0,11,1,26.41666667,4.083333333,0,0,1,1,0,1,0,0,0,0
7,10,4,40.5,5.416666667,0,1,1,0,1,1,2,1,0,1
6,10,1,40.5,1,0,0,1,1,0,1,0,0,0,0
3,8,2,21.58333333,3.666666667,0,0,1,0,0,1,2,1,0,1
0,11,0,20.33333333,0.583333333,0,0,0,0,1,1,2,1,0,0
1,9,1,23.08333333,3.583333333,0,0,1,1,1,1,2,1,0,1
10,10,2,39.25,3,1,0,1,1,1,1,2,1,0,1
3,3,0,53.41666667,1.166666667,0,0,1,1,0,1,0,0,0,1
0,7,8,19.08333333,2,0,0,0,0,0,1,0,0,0,1
0,12,0,31,0.5,0,0,1,0,0,1,0,0,0,0
5,8,2,24,3.166666667,0,1,1,0,1,1,0,0,0,1
4,1,0,41,0.666666667,0,0,1,1,0,1,0,0,0,0
0,12,0,33.25,0.25,1,0,1,0,1,1,2,1,0,0
3,7,0,23.41666667,1.666666667,1,0,1,0,0,1,2,1,0,1
0,9,0,17,0.5,0,0,1,0,0,1,2,1,0,0
0,9,3,18.66666667,1.5,0,0,1,0,1,1,2,1,0,1
1,10,0,20.75,1.083333333,0,0,1,0,1,1,2,1,0,0
0,9,0,26.33333333,1,0,0,1,1,1,1,0,0,0,0
2,8,2,21.75,1.083333333,1,1,1,0,0,1,2,1,0,1
0,10,0,18.25,0.333333333,0,0,1,0,1,1,2,1,0,1
0,17,0,27.5,0.333333333,0,0,1,1,0,0,2,1,0,0
2,8,0,24.33333333,0.583333333,1,0,1,1,0,1,2,1,0,0
0,10,0,17.58333333,0.666666667,0,0,1,0,0,1,2,1,0,1
0,10,0,20.16666667,0.833333333,1,0,1,0,0,1,1,0,1,1
0,10,1,23,3.166666667,0,0,1,0,1,1,2,1,0,0
0,8,1,39,6.166666667,0,0,1,1,1,1,2,1,0,0
0,9,1,20.83333333,0.583333333,0,0,1,0,0,1,0,0,0,1
1,10,2,19.91666667,1,1,1,1,0,0,1,0,0,0,1
12,4,0,39.75,2.333333333,1,0,0,0,0,1,0,0,0,1
1,11,3,19.91666667,2.25,0,0,1,0,0,1,2,1,0,1
0,10,0,30,0.333333333,1,0,1,0,0,1,0,0,0,0
2,8,0,52.66666667,4.75,0,1,1,0,1,1,1,0,1,0
1,10,0,36.83333333,0.416666667,1,0,1,1,0,1,0,0,0,0
0,6,1,31.5,3.25,1,0,0,1,1,1,2,1,0,1
0,12,0,20.66666667,0.25,1,0,1,0,0,1,2,1,0,1
0,10,1,27.91666667,2.416666667,0,0,1,1,0,1,0,0,0,1
0,12,2,24.5,0.583333333,1,0,1,0,0,1,1,0,1,0
0,10,4,19.83333333,1.666666667,0,0,1,0,0,1,0,0,0,1
4,10,1,37.58333333,0.583333333,0,0,1,1,0,1,0,0,0,1
0,9,2,25.41666667,1.5,0,0,1,1,1,1,0,0,0,0
0,12,0,36.41666667,0.25,0,0,1,1,1,1,0,0,0,0
0,8,0,18.58333333,0.416666667,0,0,1,0,1,1,2,1,0,1
0,12,9,24.83333333,4,0,0,1,0,1,1,2,1,0,0
4,7,1,32,0.5,1,0,1,1,0,1,0,0,0,1
0,9,3,21.25,1.333333333,0,0,1,1,1,1,1,0,1,0
1,8,0,23.33333333,3.583333333,0,0,1,0,0,1,0,0,0,0
0,10,0,33,0.5,0,0,1,1,0,1,1,0,1,0
2,9,5,19.66666667,2.25,0,0,1,0,1,1,2,1,0,1
0,10,1,25.41666667,3.25,0,0,1,0,0,1,0,0,0,0
0,9,0,37.66666667,0.5,0,0,1,1,1,1,0,0,0,0
0,10,0,18.41666667,0.416666667,0,0,1,0,0,1,0,0,0,0
0,12,0,40.41666667,1.5,1,0,1,0,1,1,1,0,1,0
0,10,0,31.25,0.5,0,0,1,1,0,1,0,0,0,0
2,10,2,21.5,2.583333333,0,0,1,0,1,1,2,1,0,1
3,12,1,45.41666667,0.833333333,0,0,1,0,0,1,0,0,0,1
0,9,0,29.41666667,0.416666667,1,0,1,1,0,1,0,0,0,0
0,12,0,32.91666667,0.333333333,1,0,1,0,0,1,2,1,0,0
0,8,0,21.75,0.416666667,1,0,1,1,0,1,0,0,0,1
0,8,1,18.41666667,1.083333333,0,0,1,0,1,1,1,0,1,0
0,5,0,55.08333333,0.5,1,0,0,1,0,1,0,0,0,0
3,9,0,29.16666667,0.583333333,1,0,0,1,0,1,0,0,0,0
5,9,0,49.33333333,0.583333333,0,0,1,1,0,1,0,0,0,0
7,12,5,25,2.166666667,1,1,1,0,0,1,2,1,0,1
0,12,2,33.91666667,1.583333333,0,0,1,1,1,1,0,0,0,0
0,8,0,24.25,0.666666667,0,0,1,0,1,1,0,0,0,0
3,3,0,39.25,0.166666667,0,0,1,0,0,1,0,0,0,0
0,9,1,19.58333333,0.75,0,0,1,0,0,1,2,1,0,1
0,13,0,20.66666667,0.75,0,0,1,0,1,0,2,1,0,0
0,11,0,22.83333333,0.75,1,0,1,0,0,1,0,0,0,0
0,9,0,28.33333333,0.416666667,1,0,1,1,0,1,0,0,0,0
12,8,3,52.16666667,3.166666667,0,1,0,0,1,1,2,1,0,1
0,8,0,25.16666667,0.416666667,1,0,1,0,0,1,1,0,1,0
1,11,2,27.91666667,3.583333333,0,0,1,0,1,1,2,1,0,1
0,8,2,20.83333333,2.166666667,0,0,1,0,1,1,2,1,0,1
2,12,1,47.58333333,2.916666667,0,0,1,1,1,1,0,0,0,0
0,8,0,22.08333333,0.416666667,1,0,1,0,0,1,2,1,0,1
14,9,1,24.83333333,5.166666667,0,0,1,0,1,1,2,1,0,0
5,11,39,28.91666667,4.916666667,0,0,0,0,1,1,2,1,0,0
0,12,2,31,5.333333333,0,0,1,0,0,1,0,0,0,0
0,11,0,63.5,0.333333333,0,0,1,1,0,1,0,0,0,0
0,7,0,27.16666667,2.666666667,0,0,1,0,1,1,1,0,1,0
3,7,0,26.66666667,1.166666667,0,0,1,0,1,1,2,1,0,0
0,10,6,22,2.5,0,0,1,0,0,1,0,0,0,0
0,4,0,30.5,0.333333333,0,0,1,1,0,1,0,0,0,0
0,3,0,48.83333333,0.25,1,0,1,0,0,1,0,0,0,1
0,11,4,27.83333333,3.833333333,0,0,1,0,1,1,2,1,0,0
0,8,2,19.75,2.083333333,1,0,1,0,1,1,2,1,0,1
0,11,13,19.08333333,1.583333333,0,1,0,0,0,1,0,0,0,1
0,10,2,17.41666667,0.75,0,0,1,0,1,1,2,1,0,0
0,10,0,17.25,1.333333333,0,0,1,0,1,1,1,0,1,0
2,7,5,33.91666667,4.5,0,0,1,1,1,1,2,1,0,0
1,11,0,51.58333333,0.333333333,1,0,1,0,0,1,0,0,0,0
0,8,0,18,0.333333333,1,1,0,1,0,1,0,0,0,1
0,12,2,26.75,0.583333333,0,0,0,0,0,1,2,1,0,1
0,12,0,21.08333333,0.333333333,1,1,1,0,0,1,1,0,1,0
4,7,0,30.83333333,0.5,1,0,1,1,0,1,0,0,0,1
2,12,2,23.91666667,2.75,0,1,1,0,1,1,0,0,0,0
0,12,1,24.33333333,1,1,0,1,1,0,1,2,1,0,0
0,11,2,22.66666667,3.083333333,0,1,1,0,1,1,2,1,0,1
0,13,1,23,1.083333333,1,1,0,0,0,1,2,1,0,0
1,9,0,22.33333333,0.5,0,0,1,1,0,1,0,0,0,1
2,9,0,27.5,1.916666667,0,1,1,0,0,0,0,0,0,1
0,9,0,20.25,0.166666667,1,1,1,0,0,1,2,1,0,0
0,9,0,20.16666667,0.416666667,0,0,1,0,0,1,0,0,0,0
4,7,5,27.58333333,3.583333333,0,0,1,1,0,1,0,0,0,1
0,9,3,20.5,1.5,1,0,1,0,0,1,0,0,0,1
2,9,0,32.75,0.5,1,0,0,0,0,1,0,0,0,0
0,12,0,41,2.25,1,0,1,1,1,1,1,0,1,0
2,12,1,23.08333333,1.25,0,0,1,0,0,1,0,0,0,0
0,10,1,22.25,1.083333333,1,1,1,0,1,1,2,1,0,0
0,10,6,29.58333333,4.5,0,1,1,0,1,1,1,0,1,1
0,12,0,39.16666667,0.25,1,0,1,0,0,1,0,0,0,1
5,11,0,28.75,0.416666667,0,0,1,1,0,1,2,1,0,0
2,7,3,23.25,1.333333333,0,0,1,0,1,1,0,0,0,1
4,12,12,29.66666667,2.416666667,1,1,0,0,0,1,0,0,0,1
0,12,0,36.41666667,0.333333333,1,0,1,0,0,1,0,0,0,1
0,15,0,33.08333333,0.916666667,0,0,1,0,1,1,0,0,0,0
2,12,1,32.16666667,4.75,0,0,1,1,1,1,2,1,0,0
0,10,0,17.91666667,0.416666667,0,0,1,0,0,1,2,1,0,1
1,11,0,26.91666667,0.416666667,1,1,1,0,0,0,2,1,0,0
0,7,1,17.66666667,1.083333333,0,1,1,0,1,1,2,1,0,1
1,11,0,28.08333333,1.416666667,1,1,1,1,0,1,1,0,1,1
0,9,1,18.25,0.5,0,0,1,0,0,1,2,1,0,1
0,8,0,35.5,0.166666667,1,0,1,1,0,1,0,0,0,0
1,10,0,31.58333333,0.416666667,1,0,1,0,0,1,0,0,0,1
0,11,0,25.66666667,1.583333333,0,0,1,0,0,1,0,0,0,0
0,9,0,20.08333333,1.833333333,0,0,1,0,0,1,0,0,0,0
2,9,0,34.58333333,0.416666667,0,0,1,0,0,1,0,0,0,1
0,14,0,25.08333333,0.333333333,0,0,1,0,0,0,0,0,0,0
0,9,1,18.41666667,2.666666667,0,0,1,0,0,1,0,0,0,1
0,11,1,24.33333333,1.5,0,0,1,0,1,0,1,0,1,0
0,10,0,18.16666667,0.5,0,0,1,0,1,1,2,1,0,0
0,11,0,20.91666667,0.5,0,0,0,0,1,1,2,1,0,0
2,12,0,33.16666667,3,0,0,1,0,0,1,0,0,0,0
1,11,0,43.16666667,1,1,0,0,0,0,1,0,0,0,0
0,12,0,27.25,1.083333333,1,0,0,0,0,1,0,0,0,0
8,4,3,41.83333333,5.75,0,0,1,0,1,1,2,1,0,1
0,12,1,23.16666667,0.666666667,0,0,0,0,0,1,0,0,0,0
0,12,2,32.16666667,1.5,0,0,1,0,1,1,0,0,0,0
0,9,1,19.16666667,1.083333333,0,0,1,0,1,1,2,1,0,0
0,7,3,23.83333333,3.583333333,0,0,1,0,0,1,0,0,0,0
2,12,0,51.66666667,1.333333333,0,0,1,0,1,1,1,0,1,0
0,9,0,25.25,0.583333333,1,0,0,1,1,1,2,1,0,0
0,9,0,20.5,0.333333333,1,0,1,0,0,0,2,1,0,0
0,9,2,20,0.75,0,1,0,0,0,1,2,1,0,0
0,13,0,35.5,0.333333333,0,0,0,0,0,1,0,0,0,0
0,14,0,23,1.916666667,0,0,1,0,0,1,2,1,0,0
0,9,0,17.08333333,0.333333333,1,1,0,1,1,1,2,1,0,1
0,12,0,32.16666667,0.416666667,1,0,1,1,0,1,0,0,0,1
0,12,1,32.75,2.833333333,0,1,0,1,0,1,0,0,0,0
0,9,0,21.41666667,2.166666667,0,0,1,0,1,1,2,1,0,0
0,8,0,29.75,0.5,0,0,1,0,0,1,2,1,0,0
1,8,1,32.25,0.333333333,1,0,1,0,0,1,0,0,0,0
1,11,0,32.75,0.25,1,0,0,0,0,1,0,0,0,0
0,15,0,42,0.666666667,1,0,1,1,0,1,0,0,0,0
0,10,1,36.16666667,4.166666667,0,0,1,1,1,1,2,1,0,1
1,12,0,22.33333333,0.916666667,0,1,1,0,0,1,2,1,0,0
0,7,5,24.41666667,3.666666667,0,1,1,0,1,1,2,1,0,0
2,8,0,31.66666667,1.666666667,0,0,1,0,1,1,2,1,0,0
2,9,2,22.33333333,2.666666667,0,0,0,0,0,1,0,0,0,0
2,8,2,41.91666667,0.833333333,1,0,1,0,0,1,0,0,0,0
0,9,0,24.33333333,0.333333333,0,0,1,0,0,1,0,0,0,0
0,11,0,23,0.416666667,1,1,0,0,1,1,0,0,0,0
1,10,21,21.41666667,2,0,1,1,0,0,1,0,0,0,0
5,12,1,26.16666667,0.833333333,1,1,0,0,0,1,0,0,0,1
0,9,0,20.25,0.333333333,0,0,1,0,0,1,2,1,0,1
0,10,1,25.33333333,1.166666667,0,0,1,0,0,1,0,0,0,0
0,10,2,27.83333333,2.333333333,0,0,1,0,1,1,1,0,1,0
2,8,0,30.75,0.416666667,1,0,1,0,0,1,2,1,0,1
0,7,2,20.33333333,1.916666667,1,0,0,0,0,1,0,0,0,1
0,10,0,19.5,0.5,0,0,1,1,0,1,0,0,0,1
2,10,0,33.16666667,0.5,0,0,0,0,0,1,1,0,1,1
9,12,0,30.91666667,3,0,1,1,0,0,1,0,0,0,0
0,9,2,23.66666667,1.583333333,0,0,1,0,0,1,0,0,0,1
0,11,6,21.25,2.416666667,1,1,0,0,0,1,0,0,0,0
1,15,0,43.91666667,0.416666667,1,0,1,1,0,1,0,0,0,0
0,9,0,18.33333333,0.416666667,0,0,1,0,0,1,2,1,0,1
2,8,4,19.41666667,1.5,1,0,1,0,0,1,2,1,0,1
0,8,1,20.58333333,0.75,0,1,1,0,0,1,0,0,0,0
0,12,0,23,0.083333333,0,0,1,1,1,1,2,1,0,0
0,9,5,20.33333333,1.583333333,0,0,1,0,0,1,0,0,0,0
0,10,6,19.58333333,1.083333333,0,0,1,0,0,0,2,1,0,1
1,12,2,30.66666667,0.666666667,0,0,1,1,0,1,0,0,0,0
0,11,0,21,0.333333333,1,0,1,0,0,1,2,1,0,0
1,9,0,36.91666667,0.75,1,0,1,0,0,0,0,0,0,1
1,10,0,55.25,1.166666667,1,0,1,0,0,1,0,0,0,1
1,10,1,33.75,9.333333333,0,0,0,1,1,1,0,0,0,0
0,11,1,19.41666667,0.916666667,1,0,1,0,0,1,2,1,0,1
0,12,0,28.58333333,0.333333333,0,0,1,1,0,1,2,1,0,0
0,11,0,20.75,0.333333333,0,0,1,0,0,0,0,0,0,1
1,5,0,46.08333333,1.083333333,1,0,1,1,0,1,0,0,0,1
1,11,0,29.16666667,1.5,1,1,1,0,1,1,2,1,0,0
0,12,0,23.66666667,0.25,0,0,1,0,0,1,2,1,0,0
0,11,0,19.75,0.833333333,0,0,1,0,1,1,2,1,0,0
10,12,3,29.41666667,3.416666667,0,1,1,0,0,1,0,0,0,0
0,12,0,42.41666667,3.75,0,0,1,0,0,1,0,0,0,0
1,10,0,20.16666667,1,0,0,1,0,1,1,2,1,0,0
1,7,0,27.66666667,0.333333333,1,0,1,0,0,1,0,0,0,0
1,9,2,30.08333333,2,0,0,1,0,0,0,0,0,0,0
0,8,0,35.08333333,0.416666667,0,0,1,0,0,1,0,0,0,1
0,14,0,23.58333333,1.5,0,1,1,0,1,1,0,0,0,0
0,7,0,24.08333333,0.416666667,0,0,1,0,0,1,0,0,0,1
0,9,0,26.66666667,5.416666667,0,0,1,1,1,1,2,1,0,0
3,9,2,28.58333333,0.833333333,0,0,0,1,0,1,2,1,0,0
0,8,35,20.83333333,2.833333333,0,0,0,0,0,1,0,0,0,0
0,16,0,27.5,0.166666667,0,1,1,0,0,1,0,0,0,0
0,11,0,21.5,0.5,0,0,1,0,0,1,1,0,1,0
0,11,0,18.75,0.833333333,0,0,1,0,1,1,2,1,0,0
3,9,7,26.08333333,8.666666667,0,0,1,0,1,1,2,1,0,1
0,12,0,37.66666667,1.166666667,0,1,1,0,1,1,0,0,0,0
0,11,4,24.91666667,2.75,0,0,1,0,1,1,2,1,0,1
1,12,1,22.58333333,0.416666667,0,0,1,0,1,1,0,0,0,1
0,9,0,28.75,2.916666667,0,0,1,0,0,1,0,0,0,0
1,12,3,23.66666667,1.583333333,0,0,0,0,1,1,2,1,0,1
2,8,0,34.58333333,0.416666667,1,0,0,1,0,1,0,0,0,0
6,12,0,37.08333333,0.583333333,0,0,1,0,1,1,2,1,0,0
0,9,2,22.58333333,1.666666667,1,0,1,0,0,1,0,0,0,0
7,11,0,38.16666667,1.416666667,1,0,1,0,1,1,2,1,0,1
1,13,1,31.5,3.916666667,0,0,1,0,1,1,1,0,1,0
3,11,1,31,1.083333333,0,0,1,1,1,1,2,1,0,1
0,11,1,32.08333333,0.666666667,0,0,1,1,0,0,0,0,0,0
0,9,0,16.91666667,0.833333333,0,0,1,0,1,1,2,1,0,1
2,11,0,25.16666667,1.666666667,0,0,1,0,1,1,2,1,0,0
1,10,0,24.16666667,0.666666667,0,0,1,1,0,1,2,1,0,0
0,12,0,23.66666667,0.25,1,0,1,1,0,1,1,0,1,0
0,12,4,27.08333333,4.083333333,0,0,1,0,1,1,2,1,0,1
0,11,15,27.5,3.666666667,1,0,0,0,1,1,2,1,0,0
2,12,3,44.66666667,3.166666667,1,1,1,1,1,1,2,1,0,1
0,11,0,21.5,0.25,0,1,1,1,1,1,0,0,0,0
2,8,2,27.75,0.75,1,1,1,1,1,1,2,1,0,0
0,11,2,19.58333333,0.75,0,0,1,0,0,1,2,1,0,0
3,8,3,32.58333333,6.75,0,0,1,0,0,1,2,1,0,1
1,7,1,30.75,1.666666667,1,0,0,1,0,1,0,0,0,0
7,6,0,49.41666667,0.75,1,0,0,0,0,1,2,1,0,0
0,13,0,47.83333333,0.416666667,0,0,1,1,1,1,1,0,1,0
1,6,0,37.33333333,0.833333333,0,1,1,1,1,1,0,0,0,1
4,8,1,38.91666667,5.5,0,0,1,0,1,1,2,1,0,0
0,10,1,18.33333333,0.916666667,1,1,1,0,1,1,2,1,0,0
0,8,0,16.5,0.25,0,0,1,0,0,1,1,0,1,0
0,9,0,23.41666667,0.916666667,0,1,0,0,1,1,2,1,0,0
0,10,0,18.66666667,0.416666667,0,0,1,0,0,1,1,0,1,0
0,12,0,25.08333333,0.5,0,0,0,0,1,1,1,0,1,0
0,10,6,22,3.166666667,0,1,0,0,1,1,2,1,0,1
5,8,1,30.41666667,1.5,0,0,1,0,1,1,2,1,0,0
10,4,0,49.66666667,2.166666667,0,1,1,0,1,1,2,1,0,1
3,10,0,51.41666667,1.416666667,0,0,1,0,1,1,2,1,0,0
1,10,4,19.83333333,1,0,0,1,0,1,1,1,0,1,1
0,10,0,34.41666667,0.75,0,0,1,0,0,1,0,0,0,0
2,12,13,27,2.416666667,0,0,1,0,0,1,0,0,0,1
0,10,4,19.41666667,1.25,1,1,1,0,1,1,0,0,0,1
0,9,0,18.5,0.833333333,0,0,1,0,0,1,2,1,0,1
3,9,0,29.5,0.333333333,1,0,1,1,0,1,0,0,0,0
2,10,0,32.25,0.416666667,0,0,1,0,0,1,2,1,0,0
0,14,0,49,0.5,1,0,0,0,0,1,0,0,0,0
0,12,0,49.41666667,0.416666667,1,0,1,0,0,1,0,0,0,0
0,10,1,17.75,0.416666667,0,0,1,0,0,1,2,1,0,1
1,14,3,29.75,4.916666667,0,0,1,1,1,1,2,1,0,0
0,10,0,18.41666667,0.416666667,0,0,0,0,0,1,2,1,0,0
4,6,0,41.33333333,0.5,1,0,1,1,0,1,1,0,1,0
0,8,0,27.33333333,0.416666667,1,0,1,0,0,1,0,0,0,1
2,9,0,36.75,0.333333333,1,0,1,0,0,1,0,0,0,0
0,10,1,16.5,0.416666667,1,1,1,0,0,1,2,1,0,1
0,12,3,27.16666667,2.583333333,0,0,1,0,0,1,0,0,0,0
4,15,1,29.91666667,1.75,0,1,1,1,0,1,2,1,0,1
5,3,0,65.08333333,1.833333333,0,0,1,1,1,1,1,0,1,0
